Year,Round,Home,Away,HG,AG
2015,20,Figueirense,Sport,2,1
2015,20,Coritiba,Chapecoense,1,0
2015,20,Ponte Preta,Grêmio,0,0
2015,20,Internacional,Atlético-PR,2,0
2015,20,Joinvile,Fluminense,2,1
2015,20,Flamengo,São Paulo,2,1
2015,20,Corinthians,Cruzeiro,3,0
2015,20,Atlético-MG,Palmeira,2,1
2015,21,Vasco,Figueirense,0,1
2015,21,São Paulo,Ponte Preta,3,0
2015,21,Grêmio,Coritiba,0,0
2015,21,Avaí,Internacional,3,0
2015,21,Sport,Flamengo,0,1
2015,21,Chapecoense,Corinthians,1,3
2015,21,Palmeira,Joinvile,3,2
2015,21,Fluminense,Atlético-MG,1,2
2015,21,Cruzeiro,Santos,0,1
2015,21,Atlético-PR,Goiás,3,0
2015,22,Ponte Preta,Cruzeiro,1,2
2015,22,Internacional,Vasco,6,0
2015,22,Joinvile,São Paulo,0,0
2015,22,Atlético-MG,Atlético-PR,0,1
2015,22,Flamengo,Avaí,3,0
2015,22,Corinthians,Fluminense,2,0
2015,22,Coritiba,Sport,0,0
2015,22,Goiás,Palmeira,1,0
2015,22,Santos,Chapecoense,3,1
2015,22,Figueirense,Grêmio,0,2
2015,23,São Paulo,Internacional,2,0
2015,23,Vasco,Atlético-MG,1,2
2015,23,Atlético-PR,Joinvile,0,0
2015,23,Cruzeiro,Figueirense,5,1
2015,23,Chapecoense,Ponte Preta,0,0
2015,23,Palmeira,Corinthians,3,3
2015,23,Avaí,Coritiba,0,2
2015,23,Grêmio,Goiás,2,1
2015,23,Fluminense,Flamengo,1,3
2015,23,Sport,Santos,1,1
2015,24,Ponte Preta,Vasco,0,1
2015,24,Internacional,Palmeira,1,0
2015,24,Atlético-MG,Avaí,2,0
2015,24,Figueirense,Atlético-PR,1,1
2015,24,Coritiba,Fluminense,1,1
2015,24,Santos,São Paulo,3,0
2015,24,Corinthians,Grêmio,1,1
2015,24,Goiás,Sport,1,0
2015,24,Joinvile,Chapecoense,0,0
2015,24,Flamengo,Cruzeiro,2,0
2015,25,Coritiba,Internacional,0,1
2015,25,Palmeira,Figueirense,2,0
2015,25,Corinthians,Joinvile,3,0
2015,25,Ponte Preta,Santos,3,1
2015,25,Vasco,Atlético-PR,2,0
2015,25,Grêmio,São Paulo,1,2
2015,25,Cruzeiro,Atlético-MG,1,1
2015,25,Chapecoense,Flamengo,1,3
2015,25,Sport,Fluminense,1,0
2015,25,Avaí,Goiás,2,1
2015,26,Fluminense,Palmeira,1,4
2015,26,Goiás,Ponte Preta,1,2
2015,26,Joinvile,Sport,1,1
2015,26,Figueirense,Avaí,0,1
2015,26,Atlético-PR,Grêmio,1,2
2015,26,Internacional,Corinthians,2,1
2015,26,Cruzeiro,Vasco,2,2
2015,26,Santos,Atlético-MG,4,0
2015,26,São Paulo,Chapecoense,0,0
2015,26,Flamengo,Coritiba,0,2
2015,27,Palmeira,Grêmio,3,2
2015,27,Internacional,Figueirense,1,1
2015,27,Ponte Preta,Fluminense,3,1
2015,27,Corinthians,Santos,2,0
2015,27,Goiás,Joinvile,3,0
2015,27,Vasco,Sport,2,1
2015,27,Atlético-MG,Flamengo,4,1
2015,27,Avaí,São Paulo,2,1
2015,27,Coritiba,Atlético-PR,2,0
2015,27,Chapecoense,Cruzeiro,0,2
2015,28,Fluminense,Goiás,2,0
2015,28,Grêmio,Avaí,3,1
2015,28,Atlético-PR,Ponte Preta,1,2
2015,28,Santos,Internacional,3,1
2015,28,São Paulo,Palmeira,1,1
2015,28,Flamengo,Vasco,1,2
2015,28,Figueirense,Corinthians,1,3
2015,28,Joinvile,Atlético-MG,2,2
2015,28,Sport,Chapecoense,3,0
2015,28,Cruzeiro,Coritiba,2,0
2015,29,Internacional,Sport,2,1
2015,29,Coritiba,Atlético-MG,0,3
2015,29,São Paulo,Atlético-PR,1,0
2015,29,Flamengo,Joinvile,2,0
2015,29,Avaí,Vasco,1,1
2015,29,Goiás,Figueirense,2,3
2015,29,Santos,Fluminense,3,1
2015,29,Ponte Preta,Corinthians,2,2
2015,29,Cruzeiro,Grêmio,0,0
2015,29,Chapecoense,Palmeira,5,1
2015,30,Atlético-MG,Internacional,2,1
2015,30,Sport,Avaí,3,0
2015,30,Joinvile,Coritiba,3,1
2015,30,Figueirense,Flamengo,3,0
2015,30,Palmeira,Ponte Preta,0,1
2015,30,Fluminense,São Paulo,2,0
2015,30,Atlético-PR,Cruzeiro,2,2
2015,30,Vasco,Chapecoense,1,1
2015,30,Corinthians,Goiás,3,0
2015,30,Grêmio,Santos,1,0
2015,31,Avaí,Palmeira,1,3
2015,31,Joinvile,Figueirense,1,0
2015,31,Cruzeiro,Fluminense,2,0
2015,31,Ponte Preta,Coritiba,3,0
2015,31,Flamengo,Internacional,0,1
2015,31,São Paulo,Vasco,2,2
2015,31,Atlético-PR,Corinthians,1,4
2015,31,Santos,Goiás,3,1
2015,31,Grêmio,Chapecoense,2,3
2015,31,Sport,Atlético-MG,4,1
2015,32,Fluminense,Atlético-PR,0,1
2015,32,Internacional,Joinvile,1,0
2015,32,Figueirense,Santos,0,0
2015,32,Palmeira,Sport,0,2
2015,32,Corinthians,Flamengo,1,0
2015,32,Vasco,Grêmio,0,0
2015,32,Coritiba,São Paulo,1,2
2015,32,Chapecoense,Avaí,0,0
2015,32,Goiás,Cruzeiro,0,1
2015,32,Atlético-MG,Ponte Preta,2,1
2015,33,São Paulo,Sport,3,0
2015,33,Ponte Preta,Joinvile,1,0
2015,33,Avaí,Cruzeiro,1,1
2015,33,Coritiba,Figueirense,1,1
2015,33,Grêmio,Flamengo,2,0
2015,33,Atlético-MG,Corinthians,0,3
2015,33,Santos,Palmeira,2,1
2015,33,Chapecoense,Atlético-PR,0,0
2015,33,Vasco,Fluminense,0,1
2015,33,Goiás,Internacional,2,1
2015,34,Internacional,Ponte Preta,1,0
2015,34,Corinthians,Coritiba,2,1
2015,34,Atlético-PR,Avaí,2,1
2015,34,Fluminense,Chapecoense,2,3
2015,34,Flamengo,Goiás,4,1
2015,34,Cruzeiro,São Paulo,2,1
2015,34,Figueirense,Atlético-MG,0,1
2015,34,Palmeira,Vasco,0,2
2015,34,Joinvile,Santos,0,0
2015,34,Sport,Grêmio,1,0
2015,35,Cruzeiro,Sport,3,0
2015,35,Goiás,Coritiba,1,3
2015,35,Atlético-PR,Palmeira,3,3
2015,35,Avaí,Joinvile,2,1
2015,35,Ponte Preta,Figueirense,0,1
2015,35,Chapecoense,Internacional,1,0
2015,35,Grêmio,Fluminense,1,0
2015,35,Vasco,Corinthians,1,1
2015,35,São Paulo,Atlético-MG,4,2
2015,35,Santos,Flamengo,0,0
2015,36,Palmeira,Cruzeiro,1,1
2015,36,Corinthians,São Paulo,6,1
2015,36,Joinvile,Vasco,1,2
2015,36,Internacional,Grêmio,1,0
2015,36,Atlético-MG,Goiás,2,2
2015,36,Figueirense,Chapecoense,0,0
2015,36,Flamengo,Ponte Preta,1,1
2015,36,Fluminense,Avaí,3,1
2015,36,Coritiba,Santos,1,0
2015,36,Sport,Atlético-PR,0,0
2015,37,São Paulo,Figueirense,3,2
2015,37,Fluminense,Internacional,1,1
2015,37,Avaí,Ponte Preta,1,0
2015,37,Sport,Corinthians,2,0
2015,37,Vasco,Santos,1,0
2015,37,Grêmio,Atlético-MG,2,1
2015,37,Cruzeiro,Joinvile,3,0
2015,37,Chapecoense,Goiás,1,3
2015,37,Palmeira,Coritiba,0,2
2015,37,Atlético-PR,Flamengo,3,0
2015,38,Corinthians,Avaí,1,1
2015,38,Santos,Atlético-PR,5,1
2015,38,Ponte Preta,Sport,0,1
2015,38,Flamengo,Palmeira,1,2
2015,38,Internacional,Cruzeiro,2,0
2015,38,Atlético-MG,Chapecoense,3,0
2015,38,Figueirense,Fluminense,1,0
2015,38,Coritiba,Vasco,0,0
2015,38,Goiás,São Paulo,0,1
2015,38,Joinvile,Grêmio,0,2
2016,1,Flamengo,Sport,1,0
2016,1,Palmeiras,Atlético-PR,4,0
2016,1,Atlético-MG,Santos,1,0
2016,1,Coritiba,Cruzeiro,1,0
2016,1,Santa Cruz,Vitória,4,1
2016,1,Botafogo,São Paulo,0,1
2016,1,Figueirense,Ponte Preta,0,0
2016,1,Corinthians,Grêmio,0,0
2016,1,América-MG,Fluminense,0,1
2016,1,Internacional,Chapecoense,0,0
2016,2,Ponte Preta,Palmeiras,2,1
2016,2,Fluminense,Santa Cruz,2,2
2016,2,Cruzeiro,Figueirense,2,2
2016,2,Atlético-PR,Atlético-MG,1,1
2016,2,Santos,Coritiba,2,1
2016,2,Chapecoense,América-MG,3,1
2016,2,São Paulo,Internacional,1,2
2016,2,Vitória,Corinthians,3,2
2016,2,Grêmio,Flamengo,1,0
2016,2,Sport,Botafogo,1,1
2016,3,Figueirense,Santos,2,2
2016,3,Botafogo,Atlético-PR,2,1
2016,3,América-MG,Vitória,1,1
2016,3,Flamengo,Chapecoense,2,2
2016,3,Palmeiras,Fluminense,2,0
2016,3,Santa Cruz,Cruzeiro,4,1
2016,3,Coritiba,São Paulo,1,1
2016,3,Corinthians,Ponte Preta,3,0
2016,3,Internacional,Sport,1,0
2016,3,Atlético-MG,Grêmio,0,3
2016,4,Cruzeiro,América-MG,1,1
2016,4,Atlético-PR,Figueirense,2,1
2016,4,Chapecoense,Santa Cruz,1,1
2016,4,Sport,Corinthians,0,2
2016,4,Ponte Preta,Flamengo,1,2
2016,4,Fluminense,Botafogo,1,0
2016,4,Vitória,Atlético-MG,1,1
2016,4,São Paulo,Palmeiras,1,0
2016,4,Santos,Internacional,0,1
2016,4,Grêmio,Coritiba,2,0
2016,5,Internacional,Atlético-PR,1,0
2016,5,Santa Cruz,Sport,0,1
2016,5,Corinthians,Santos,1,0
2016,5,Coritiba,Chapecoense,3,4
2016,5,Botafogo,Cruzeiro,0,1
2016,5,Atlético-MG,Fluminense,1,1
2016,5,Figueirense,São Paulo,1,0
2016,5,América-MG,Ponte Preta,1,2
2016,5,Flamengo,Vitória,1,0
2016,5,Palmeiras,Grêmio,4,3
2016,6,Atlético-PR,Santa Cruz,1,0
2016,6,Corinthians,Coritiba,2,1
2016,6,Chapecoense,Fluminense,0,0
2016,6,América-MG,Figueirense,1,0
2016,6,Santos,Botafogo,3,0
2016,6,Vitória,Internacional,1,0
2016,6,Sport,Atlético-MG,4,4
2016,6,Flamengo,Palmeiras,1,2
2016,6,Grêmio,Ponte Preta,1,0
2016,6,Cruzeiro,São Paulo,0,1
2016,7,Internacional,América-MG,3,1
2016,7,Ponte Preta,Chapecoense,2,1
2016,7,Fluminense,Grêmio,1,1
2016,7,São Paulo,Atlético-PR,1,2
2016,7,Botafogo,Vitória,1,1
2016,7,Coritiba,Sport,3,2
2016,7,Figueirense,Flamengo,1,0
2016,7,Palmeiras,Corinthians,1,0
2016,7,Atlético-MG,Cruzeiro,2,3
2016,7,Santa Cruz,Santos,0,2
2016,8,São Paulo,Vitória,2,0
2016,8,Chapecoense,Grêmio,3,3
2016,8,Ponte Preta,Atlético-PR,3,2
2016,8,Santos,Sport,2,0
2016,8,Santa Cruz,Figueirense,1,0
2016,8,Botafogo,América-MG,3,1
2016,8,Coritiba,Palmeiras,2,2
2016,8,Cruzeiro,Flamengo,0,1
2016,8,Internacional,Atlético-MG,2,0
2016,8,Fluminense,Corinthians,1,0
2016,9,Palmeiras,Santa Cruz,3,1
2016,9,Atlético-PR,Santos,1,0
2016,9,América-MG,Coritiba,2,1
2016,9,Atlético-MG,Ponte Preta,3,0
2016,9,Vitória,Chapecoense,1,2
2016,9,Flamengo,São Paulo,2,2
2016,9,Corinthians,Botafogo,3,1
2016,9,Figueirense,Internacional,3,2
2016,9,Sport,Fluminense,2,1
2016,9,Grêmio,Cruzeiro,2,0
2016,10,Palmeiras,América-MG,2,0
2016,10,Ponte Preta,Cruzeiro,0,4
2016,10,Santa Cruz,Flamengo,0,1
2016,10,Botafogo,Figueirense,0,0
2016,10,Atlético-MG,Corinthians,2,1
2016,10,Fluminense,Santos,2,4
2016,10,Chapecoense,Atlético-PR,0,0
2016,10,Grêmio,Vitória,1,2
2016,10,São Paulo,Sport,0,0
2016,10,Coritiba,Internacional,1,1
2016,11,Cruzeiro,Palmeiras,2,1
2016,11,Corinthians,Santa Cruz,2,1
2016,11,América-MG,Atlético-MG,0,1
2016,11,Internacional,Botafogo,2,3
2016,11,Atlético-PR,Grêmio,2,0
2016,11,Santos,São Paulo,3,0
2016,11,Vitória,Ponte Preta,1,1
2016,11,Flamengo,Fluminense,1,2
2016,11,Figueirense,Coritiba,0,0
2016,11,Sport,Chapecoense,5,1
2016,12,Vitória,Sport,3,2
2016,12,Flamengo,Internacional,1,0
2016,12,Grêmio,Santos,3,2
2016,12,Coritiba,Atlético-PR,1,0
2016,12,Chapecoense,Cruzeiro,3,2
2016,12,América-MG,Corinthians,0,2
2016,12,São Paulo,Fluminense,2,1
2016,12,Palmeiras,Figueirense,4,0
2016,12,Santa Cruz,Ponte Preta,0,3
2016,12,Atlético-MG,Botafogo,5,3
2016,13,Fluminense,Coritiba,0,0
2016,13,Atlético-PR,América-MG,1,0
2016,13,Cruzeiro,Vitória,2,2
2016,13,Internacional,Grêmio,0,1
2016,13,Corinthians,Flamengo,4,0
2016,13,Santos,Chapecoense,3,0
2016,13,Botafogo,Santa Cruz,2,1
2016,13,Ponte Preta,São Paulo,1,0
2016,13,Figueirense,Atlético-MG,1,1
2016,13,Sport,Palmeiras,1,3
2016,14,Coritiba,Botafogo,0,0
2016,14,Chapecoense,Corinthians,0,2
2016,14,Ponte Preta,Sport,2,1
2016,14,Flamengo,Atlético-MG,2,0
2016,14,Grêmio,Figueirense,2,1
2016,14,São Paulo,América-MG,3,0
2016,14,Santa Cruz,Internacional,1,0
2016,14,Vitória,Fluminense,0,0
2016,14,Cruzeiro,Atlético-PR,0,3
2016,14,Palmeiras,Santos,1,1
2016,15,Botafogo,Flamengo,3,3
2016,15,Santos,Ponte Preta,3,1
2016,15,América-MG,Santa Cruz,0,3
2016,15,Internacional,Palmeiras,0,1
2016,15,Atlético-PR,Vitória,1,1
2016,15,Figueirense,Chapecoense,1,1
2016,15,Fluminense,Cruzeiro,2,0
2016,15,Corinthians,São Paulo,1,1
2016,15,Sport,Grêmio,4,2
2016,15,Atlético-MG,Coritiba,2,1
2016,16,Corinthians,Figueirense,1,1
2016,16,Santa Cruz,Coritiba,0,1
2016,16,Palmeiras,Atlético-MG,0,1
2016,16,Ponte Preta,Internacional,2,2
2016,16,Cruzeiro,Sport,1,2
2016,16,Grêmio,São Paulo,1,0
2016,16,Atlético-PR,Fluminense,1,0
2016,16,Chapecoense,Botafogo,2,1
2016,16,Vitória,Santos,2,3
2016,16,Flamengo,América-MG,2,1
2016,17,Sport,Atlético-PR,2,0
2016,17,Figueirense,Vitória,1,0
2016,17,Atlético-MG,Santa Cruz,3,0
2016,17,Fluminense,Ponte Preta,3,0
2016,17,São Paulo,Chapecoense,2,2
2016,17,Internacional,Corinthians,0,1
2016,17,Santos,Cruzeiro,2,0
2016,17,Coritiba,Flamengo,0,2
2016,17,América-MG,Grêmio,0,0
2016,17,Botafogo,Palmeiras,3,1
2016,18,Vitória,Coritiba,3,1
2016,18,Sport,América-MG,1,1
2016,18,Santos,Flamengo,0,0
2016,18,Atlético-PR,Corinthians,2,0
2016,18,Ponte Preta,Botafogo,2,0
2016,18,Grêmio,Santa Cruz,0,0
2016,18,São Paulo,Atlético-MG,1,2
2016,18,Cruzeiro,Internacional,4,2
2016,18,Chapecoense,Palmeiras,1,1
2016,18,Fluminense,Figueirense,3,2
2016,19,Flamengo,Atlético-PR,1,0
2016,19,América-MG,Santos,1,0
2016,19,Coritiba,Ponte Preta,3,1
2016,19,Palmeiras,Vitória,2,1
2016,19,Santa Cruz,São Paulo,1,2
2016,19,Internacional,Fluminense,2,2
2016,19,Figueirense,Sport,1,1
2016,19,Atlético-MG,Chapecoense,3,1
2016,19,Corinthians,Cruzeiro,1,1
2016,19,Botafogo,Grêmio,2,1
2016,20,Sport,Flamengo,1,0
2016,20,Ponte Preta,Figueirense,2,0
2016,20,Grêmio,Corinthians,3,0
2016,20,Fluminense,América-MG,1,0
2016,20,Santos,Atlético-MG,3,0
2016,20,Cruzeiro,Coritiba,2,2
2016,20,Vitória,Santa Cruz,2,2
2016,20,São Paulo,Botafogo,0,1
2016,20,Atlético-PR,Palmeiras,0,1
2016,20,Chapecoense,Internacional,1,0
2016,21,América-MG,Chapecoense,1,2
2016,21,Botafogo,Sport,3,0
2016,21,Flamengo,Grêmio,2,1
2016,21,Atlético-MG,Atlético-PR,1,0
2016,21,Internacional,São Paulo,1,1
2016,21,Palmeiras,Ponte Preta,2,2
2016,21,Santa Cruz,Fluminense,0,1
2016,21,Coritiba,Santos,2,1
2016,21,Figueirense,Cruzeiro,1,2
2016,21,Corinthians,Vitória,2,1
2016,22,Ponte Preta,Corinthians,2,0
2016,22,Santos,Figueirense,0,1
2016,22,Cruzeiro,Santa Cruz,2,0
2016,22,Grêmio,Atlético-MG,1,1
2016,22,Chapecoense,Flamengo,1,3
2016,22,Fluminense,Palmeiras,0,2
2016,22,São Paulo,Coritiba,0,0
2016,22,Vitória,América-MG,2,1
2016,22,Sport,Internacional,1,1
2016,22,Atlético-PR,Botafogo,1,0
2016,23,Botafogo,Fluminense,1,0
2016,23,Santa Cruz,Chapecoense,2,2
2016,23,Figueirense,Atlético-PR,1,0
2016,23,Atlético-MG,Vitória,2,1
2016,23,Palmeiras,São Paulo,2,1
2016,23,Flamengo,Ponte Preta,2,1
2016,23,Coritiba,Grêmio,4,0
2016,23,Corinthians,Sport,3,0
2016,23,Internacional,Santos,2,1
2016,23,América-MG,Cruzeiro,0,2
2016,24,Vitória,Flamengo,1,2
2016,24,Chapecoense,Coritiba,1,0
2016,24,São Paulo,Figueirense,3,1
2016,24,Santos,Corinthians,2,1
2016,24,Cruzeiro,Botafogo,0,2
2016,24,Sport,Santa Cruz,5,3
2016,24,Atlético-PR,Internacional,2,1
2016,24,Grêmio,Palmeiras,0,0
2016,24,Ponte Preta,América-MG,1,1
2016,24,Fluminense,Atlético-MG,4,2
2016,25,Botafogo,Santos,0,1
2016,25,Figueirense,América-MG,2,2
2016,25,Ponte Preta,Grêmio,3,0
2016,25,Santa Cruz,Atlético-PR,1,0
2016,25,Coritiba,Corinthians,1,1
2016,25,Palmeiras,Flamengo,1,1
2016,25,Atlético-MG,Sport,1,0
2016,25,Fluminense,Chapecoense,1,2
2016,25,São Paulo,Cruzeiro,1,0
2016,25,Internacional,Vitória,0,1
2016,26,Corinthians,Palmeiras,0,2
2016,26,Flamengo,Figueirense,2,0
2016,26,Sport,Coritiba,0,1
2016,26,Cruzeiro,Atlético-MG,1,1
2016,26,Grêmio,Fluminense,0,1
2016,26,Atlético-PR,São Paulo,1,0
2016,26,Chapecoense,Ponte Preta,2,2
2016,26,Vitória,Botafogo,0,1
2016,26,Santos,Santa Cruz,3,2
2016,26,América-MG,Internacional,1,0
2016,27,Palmeiras,Coritiba,2,1
2016,27,Sport,Santos,1,0
2016,27,América-MG,Botafogo,1,0
2016,27,Figueirense,Santa Cruz,3,1
2016,27,Atlético-PR,Ponte Preta,3,0
2016,27,Grêmio,Chapecoense,1,0
2016,27,Vitória,São Paulo,2,0
2016,27,Flamengo,Cruzeiro,2,1
2016,27,Corinthians,Fluminense,0,1
2016,27,Atlético-MG,Internacional,3,1
2016,28,Fluminense,Sport,3,1
2016,28,São Paulo,Flamengo,0,0
2016,28,Santos,Atlético-PR,2,0
2016,28,Chapecoense,Vitória,1,4
2016,28,Ponte Preta,Atlético-MG,1,2
2016,28,Botafogo,Corinthians,2,0
2016,28,Cruzeiro,Grêmio,1,0
2016,28,Internacional,Figueirense,1,0
2016,28,Santa Cruz,Palmeiras,2,3
2016,28,Coritiba,América-MG,3,0
2016,29,Atlético-PR,Chapecoense,3,1
2016,29,Vitória,Grêmio,0,1
2016,29,Santos,Fluminense,2,1
2016,29,Corinthians,Atlético-MG,0,0
2016,29,Sport,São Paulo,1,1
2016,29,Internacional,Coritiba,1,0
2016,29,Cruzeiro,Ponte Preta,2,0
2016,29,Flamengo,Santa Cruz,3,0
2016,29,Figueirense,Botafogo,0,1
2016,29,América-MG,Palmeiras,0,2
2016,30,Chapecoense,Sport,3,0
2016,30,Coritiba,Figueirense,0,0
2016,30,Santa Cruz,Corinthians,2,4
2016,30,Botafogo,Internacional,1,0
2016,30,Ponte Preta,Vitória,2,0
2016,30,Palmeiras,Cruzeiro,0,0
2016,30,Atlético-MG,América-MG,3,0
2016,30,Grêmio,Atlético-PR,1,0
2016,30,Fluminense,Flamengo,1,2
2016,30,São Paulo,Santos,0,1
2016,31,Botafogo,Atlético-MG,3,2
2016,31,Cruzeiro,Chapecoense,0,0
2016,31,Internacional,Flamengo,2,1
2016,31,Atlético-PR,Coritiba,2,0
2016,31,Figueirense,Palmeiras,1,2
2016,31,Ponte Preta,Santa Cruz,3,0
2016,31,Corinthians,América-MG,2,0
2016,31,Santos,Grêmio,1,1
2016,31,Sport,Vitória,1,0
2016,31,Fluminense,São Paulo,1,2
2016,32,Santa Cruz,Botafogo,0,1
2016,32,São Paulo,Ponte Preta,2,0
2016,32,Palmeiras,Sport,2,1
2016,32,Grêmio,Internacional,0,0
2016,32,Vitória,Cruzeiro,0,1
2016,32,Flamengo,Corinthians,2,2
2016,32,Coritiba,Fluminense,1,1
2016,32,Chapecoense,Santos,0,1
2016,32,Atlético-MG,Figueirense,3,0
2016,32,América-MG,Atlético-PR,1,0
2016,33,Sport,Ponte Preta,1,0
2016,33,Fluminense,Vitória,2,2
2016,33,Corinthians,Chapecoense,1,1
2016,33,Atlético-MG,Flamengo,2,2
2016,33,Atlético-PR,Cruzeiro,1,0
2016,33,Internacional,Santa Cruz,1,1
2016,33,Botafogo,Coritiba,0,0
2016,33,Santos,Palmeiras,1,0
2016,33,Figueirense,Grêmio,0,0
2016,33,América-MG,São Paulo,1,0
2016,34,Flamengo,Botafogo,0,0
2016,34,São Paulo,Corinthians,4,0
2016,34,Ponte Preta,Santos,1,2
2016,34,Santa Cruz,América-MG,1,0
2016,34,Vitória,Atlético-PR,3,2
2016,34,Palmeiras,Internacional,1,0
2016,34,Cruzeiro,Fluminense,4,2
2016,34,Coritiba,Atlético-MG,2,0
2016,34,Chapecoense,Figueirense,1,0
2016,34,Grêmio,Sport,0,3
2016,35,Fluminense,Atlético-PR,1,1
2016,35,Botafogo,Chapecoense,0,2
2016,35,Coritiba,Santa Cruz,1,0
2016,35,Figueirense,Corinthians,1,1
2016,35,América-MG,Flamengo,0,1
2016,35,Sport,Cruzeiro,0,1
2016,35,São Paulo,Grêmio,1,1
2016,35,Santos,Vitória,3,2
2016,35,Atlético-MG,Palmeiras,1,1
2016,35,Internacional,Ponte Preta,1,1
2016,36,Vitória,Figueirense,4,0
2016,36,Palmeiras,Botafogo,1,0
2016,36,Cruzeiro,Santos,2,2
2016,36,Grêmio,América-MG,3,0
2016,36,Atlético-PR,Sport,2,0
2016,36,Ponte Preta,Fluminense,1,0
2016,36,Santa Cruz,Atlético-MG,3,3
2016,36,Chapecoense,São Paulo,2,0
2016,36,Flamengo,Coritiba,2,2
2016,36,Corinthians,Internacional,1,0
2016,37,Botafogo,Ponte Preta,1,1
2016,37,América-MG,Sport,2,2
2016,37,Corinthians,Atlético-PR,0,0
2016,37,Palmeiras,Chapecoense,1,0
2016,37,Atlético-MG,São Paulo,1,2
